PairdID,Ecosystem,SourceUUTMethodName,SourceUUTStart,SourceUUTEnd,TargetMethodName,TargetMethodStart,TargetMethodEnd,SourceMatchedPercent,SourceUnMatchedPercent,TargetMatchedPercent,TargetUnMatchedPercent,SourceMatchingGroup,Rating1,Rating2,Rating,Rater1CloneType,Rater2CloneType,Rater1AcceptStatus,Rater2AcceptStatus,,Rating,,"14, 21, 55, 59, 64, 68, 94, 96, 97, 122, 134, 137, 142, 152, 163, 164, 174, 177, 178, 211, 222, 230, 238, 249, 273, 275, 284, 285, 311, 314, 315, 322"
373,mpetazzoni/ttorrent,create,220,287,create,606,675,83.21,16.79,84.05,15.95,80-89,0,0,0,0,3,,Accept,,,,
374,mpetazzoni/ttorrent,HTTPAnnounceResponseMessage,65,76,HTTPAnnounceResponseMessage,51,60,71.88,28.13,96.36,3.64,70-79,0,0,0,0,3,,Accept,,,,
375,olivergierke/spring-restbucks,createExistingOrder,31,38,createExistingOrder,28,35,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
376,olivergierke/spring-restbucks,createExistingOrder,28,35,createExistingOrder,31,38,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
377,jenkinsci/jacoco-plugin,setClassDir,79,82,setClassDir,82,85,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
378,jenkinsci/jacoco-plugin,getGraph,464,469,setBounds,706,716,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
379,jenkinsci/jacoco-plugin,perform,528,649,perform,573,696,99.88,0.12,97.34,2.66,90-100,0,4,2,0,3,,Accept,,,,
380,jenkinsci/jacoco-plugin,checkBuildOverBuildResult,769,795,checkBuildOverBuildResult,750,773,75.34,24.66,94.38,5.62,70-79,0,0,0,0,3,,Accept,,,,
381,jenkinsci/jacoco-plugin,JacocoIntegrityTrendTransitionPublisher,112,144,JacocoPublisher,93,115,65.35,34.65,100,0,60-69,0,0,0,0,3,,Accept,,,,
382,juleswhite/mobilecloud-14,getName,51,55,getName,53,57,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
383,juleswhite/mobilecloud-14,getName,51,55,getName,26,30,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
384,wg/lettuce,setTimeout,49,55,setTimeout,66,71,97.06,2.94,100,0,90-100,0,4,2,0,3,,Accept,,,,
385,cyclestreets/android,getJourneyXml,127,136,getJourneyJson,128,137,100,0,91.94,8.06,100,0,0,0,0,3,,Accept,,,,
386,cyclestreets/android,getJourneyXml,127,136,getJourneyJson,128,137,100,0,91.94,8.06,100,0,0,0,0,3,,Accept,,,,
387,cyclestreets/android,getJourneyJson,128,137,getJourneyXml,127,136,91.94,8.06,100,0,90-100,0,0,0,0,3,,Accept,,,,
388,mendhak/gpslogger,Kml22AnnotateHandler,71,78,Kml22AnnotateHandler,73,80,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
389,mendhak/gpslogger,Gpx10WriteHandler,183,191,Gpx10WriteHandler,186,195,100,0,82.46,17.54,100,0,0,0,0,3,,Accept,,,,
390,mendhak/gpslogger,getDescriptiveDurationString,20,84,GetDescriptiveTimeString,367,428,95.79,4.21,98.51,1.49,90-100,0,0,0,0,3,,Accept,,,,
391,mendhak/gpslogger,Gpx10WriteHandler,186,195,Gpx10WriteHandler,183,191,82.46,17.54,100,0,80-89,0,0,0,0,3,,Accept,,,,
392,mendhak/gpslogger,Gpx10WriteHandler,183,191,Kml22AnnotateHandler,73,80,68.09,31.91,81.08,18.92,60-69,0,0,0,0,3,,Accept,,,,
393,basho/riak-java-client,BasicVClock,32,39,BasicVClock,36,43,100,0,81.82,18.18,100,0,0,0,0,3,,Accept,,,,
394,basho/riak-java-client,utf8StringToBytes,213,217,utf8StringToBytes,228,232,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
395,basho/riak-java-client,BasicVClock,36,43,BasicVClock,32,39,81.82,18.18,100,0,80-89,0,0,0,0,3,,Accept,,,,
396,basho/riak-java-client,getKey,65,75,getKey,64,72,79.49,20.51,100,0,70-79,0,0,0,0,2,,Accept,,,,
397,basho/riak-java-client,setLastModified,200,206,getContentType,585,589,61.11,38.89,75,25,60-69,0,0,0,0,3,,Accept,,,,
398,basho/riak-java-client,hasRw,131,136,hasRw,152,156,40,60,100,0,40-49,0,4,2,0,1,,Accept,,,,
399,lenskit/lenskit,build,108,130,buildRecommenderGraph,157,181,100,0,65.12,34.88,100,0,0,0,0,3,,Accept,,,,
400,lenskit/lenskit,getColumns,56,60,getColumns,56,60,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
401,lenskit/lenskit,open,130,153,open,116,139,97.09,2.91,100,0,90-100,0,0,0,0,3,,Accept,,,,
402,lenskit/lenskit,equals,162,171,equals,178,197,80,20,29.36,70.64,80-89,0,0,0,0,3,,Accept,,,,
403,lenskit/lenskit,lookupEntity,96,107,tryGetInstance,81,99,77.27,22.73,85.34,14.66,70-79,0,0,0,0,3,,Accept,,,,
404,lenskit/lenskit,lookupEntity,86,97,tryGetInstance,72,90,61.36,38.64,68.97,31.03,60-69,0,0,0,0,3,,Accept,,,,
405,lenskit/lenskit,lookupEntity,97,108,tryGetInstance,99,105,56.36,43.64,71.43,28.57,50-59,0,0,0,0,3,,Accept,,,,
406,lenskit/lenskit,equals,118,133,equals,162,171,48.39,51.61,75,25,40-49,0,0,0,0,3,,Accept,,,,
407,lenskit/lenskit,equals,689,712,equals,95,106,39.56,60.44,75,25,30-39,0,0,0,0,3,,Accept,,,,
408,lenskit/lenskit,equals,673,696,matches,36,45,27.47,72.53,86.21,13.79,20-29,0,0,0,0,3,,Accept,,,,
409,yahoo/omid,getStartTimestamp,132,136,getStartTimestamp,42,46,85.71,14.29,100,0,80-89,0,4,2,0,2,,Accept,,,,
410,yahoo/omid,delete,174,255,delete,134,180,70.05,29.95,98.67,1.33,70-79,0,0,0,0,3,,Accept,,,,
411,openshift/openshift-java-client,LatestVersionQuery,38,43,getNameConstraint,43,47,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
412,openshift/openshift-java-client,LatestVersionOfName,38,43,getNameConstraint,43,47,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
413,openshift/openshift-java-client,getAll,29,46,getMatching,32,48,93.94,6.06,100,0,90-100,0,0,0,0,2,,Accept,,,,
414,openshift/openshift-java-client,getForwardablePorts,185,193,getForwardablePorts,557,564,89.66,10.34,100,0,80-89,0,4,2,0,3,,Accept,,,,
415,openshift/openshift-java-client,equals,156,173,equals,41,58,79.52,20.48,92.96,7.04,70-79,0,0,0,0,3,,Accept,,,,
416,openshift/openshift-java-client,GearProfile,23,29,getName,30,34,68.18,31.82,100,0,60-69,0,0,0,0,3,,Accept,,,,
417,Raxa/raxacore,setProvider,128,132,setProvider,169,173,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
418,Raxa/raxacore,setQuantity,112,116,setQuantity,100,104,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
419,Raxa/raxacore,retireDrugGroup,282,299,retirePatientList,418,435,97.22,2.78,100,0,90-100,0,4,2,0,3,,Accept,,,,
420,jenkinsci/artifactory-plugin,getUrl,55,59,getUrl,201,205,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
421,jenkinsci/artifactory-plugin,getUrl,55,59,getUrl,201,205,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
422,tinkerpop/frames,getWeight,20,23,getWeight,10,13,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
423,tinkerpop/frames,getWeight,20,23,getWeight,10,13,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
424,datastax/java-driver,withNettyOptions,1238,1243,getConfiguration,1337,1358,100,0,98.33,1.67,100,0,0,0,0,3,,Accept,,,,
425,datastax/java-driver,getAddress,68,73,getAddress,60,65,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
426,datastax/java-driver,parseOne,82,149,parseOne,72,127,92.7,7.3,99.74,0.26,90-100,0,0,0,0,3,,Accept,,,,
427,datastax/java-driver,hashCode,196,201,hashCode,50,55,80,20,100,0,80-89,0,0,0,0,3,,Accept,,,,
428,datastax/java-driver,withNettyOptions,1258,1263,getConfiguration,1337,1358,78.95,21.05,20,80,70-79,0,0,0,0,3,,Accept,,,,
429,datastax/java-driver,hashCode,196,201,hashCode,201,206,60,40,100,0,60-69,0,0,0,0,3,,Accept,,,,
430,datastax/java-driver,newQueryPlan,222,259,newQueryPlan,50,56,16.76,83.24,93.55,6.45,10-19,0,0,0,0,3,,Accept,,,,
431,scribejava/scribejava,checkBoundarySyntax,22,29,checkBoundarySyntax,78,85,100,0,100,0,100,0,4,2,0,2,,Accept,,,,
432,scribejava/scribejava,checkBoundarySyntax,22,29,checkBoundarySyntax,78,85,100,0,100,0,100,0,4,2,0,2,,Accept,,,,
433,LiveRamp/jack,fetch,186,222,fetchAsStream,214,241,100,0,96.77,3.23,100,0,0,0,0,3,,Accept,,,,
434,LiveRamp/jack,fetch,186,222,fetchAsStream,214,241,100,0,96.77,3.23,100,0,0,0,0,3,,Accept,,,,
435,boncey/Flickr4Java,getBrands,59,83,getInfo,52,75,100,0,93.88,6.12,100,0,0,0,0,3,,Accept,,,,
436,boncey/Flickr4Java,getBrands,59,83,getInfo,52,75,100,0,93.88,6.12,100,0,0,0,0,3,,Accept,,,,
437,boncey/Flickr4Java,getBrands,59,83,getList,54,75,88.59,11.41,97.66,2.34,80-89,0,0,0,0,3,,Accept,,,,
438,jbake-org/jbake,render,15,29,render,15,30,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
439,jbake-org/jbake,render,15,29,render,15,30,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
440,jbake-org/jbake,render,15,29,render,14,32,92.59,7.41,72.94,27.06,90-100,0,0,0,0,3,,Accept,,,,
441,jbake-org/jbake,getDocumentTypes,266,281,updateDocTypesFromConfiguration,187,202,83.95,16.05,86.08,13.92,80-89,0,0,0,0,3,,Accept,,,,
442,jcabi/jcabi-github,sha,54,56,sha,70,73,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
443,jcabi/jcabi-github,sha,54,56,sha,70,73,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
444,jcabi/jcabi-github,MkRepos,77,86,MkCollaborators,73,88,83.05,16.95,72.86,27.14,80-89,0,0,0,0,3,,Accept,,,,
445,jcabi/jcabi-github,MkCommitsComparison,74,84,MkRepo,92,99,72.22,27.78,100,0,70-79,0,0,0,0,2,,Accept,,,,
446,fusesource/jansi,a,571,576,a,248,253,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
447,fusesource/jansi,a,571,576,a,248,253,100,0,100,0,100,4,0,2,1,3,Accept,Accept,,0,,
448,fusesource/jansi,write,145,284,write,83,222,98.76,1.24,91.87,8.13,90-100,0,4,2,0,3,,Accept,,,,
449,rackerlabs/blueflood,getUri,75,80,getUri,56,61,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
450,rackerlabs/blueflood,getSampleCount,61,63,getSampleCount,45,47,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
451,rackerlabs/blueflood,scheduleEligibleSlots,234,271,scheduleSlotsOlderThan,137,171,95.27,4.73,100,0,90-100,0,0,0,3,3,Accept,Accept,,1,,
452,rackerlabs/blueflood,scheduleEligibleSlots,234,271,scheduleSlotsOlderThan,115,148,86.98,13.02,98.66,1.34,80-89,0,0,0,0,3,,Accept,,,,
453,rackerlabs/blueflood,initialize,74,88,LocatorFetchRunnable,50,58,76.32,23.68,100,0,70-79,0,0,0,0,3,,Accept,,,,
454,rackerlabs/blueflood,insertMetrics,215,271,insertMetrics,205,247,69.58,30.42,83.56,16.44,60-69,0,0,0,3,3,Accept,Accept,,1,,
455,rackerlabs/blueflood,handle,69,144,handle,63,104,56.82,43.18,90.91,9.09,50-59,0,0,0,0,3,,Accept,,,,
456,rackerlabs/blueflood,handle,70,176,handle,63,104,48.44,51.56,90.55,9.45,40-49,0,0,0,0,3,,Accept,,,,
457,rackerlabs/blueflood,handle,133,247,handle,63,104,39.68,60.32,79.27,20.73,30-39,0,0,0,0,3,,Accept,,,,
458,wwadge/bonecp,closeStatement,144,156,close,130,144,89.23,10.77,100,0,80-89,0,4,2,0,3,,Accept,,,,
459,wwadge/bonecp,obtainInternalConnection,251,319,obtainInternalConnection,341,398,79.75,20.25,74.44,25.56,70-79,0,0,0,0,3,,Accept,,,,
460,VerbalExpressions/JavaVerbalExpressions,testExact,250,258,testExact,670,678,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
461,VerbalExpressions/JavaVerbalExpressions,startOfLine,119,123,startOfLine,45,50,100,0,38.1,61.9,100,0,0,0,0,3,,Accept,,,,
462,VerbalExpressions/JavaVerbalExpressions,getText,711,720,getText,270,279,80.7,19.3,100,0,80-89,0,0,0,0,3,,Accept,,,,
463,jenkinsci/github-plugin,getState,42,46,getState,189,193,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
464,jenkinsci/github-plugin,getState,42,46,getState,189,193,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
465,WhisperSystems/TextSecure-Server,setMessagingServicesId,96,101,setMessagingServiceSid,84,89,100,0,0,100,100,0,4,2,0,2,,Accept,,,,
466,WhisperSystems/TextSecure-Server,setMessagingServicesId,96,101,getLocalDomain,71,75,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
467,WhisperSystems/TextSecure-Server,toByteBuffer,17,24,toBytes,13,20,92.31,7.69,100,0,90-100,0,0,0,0,3,,Accept,,,,
468,mobilesystems/box-java-sdk-v2,getApiUrlPath,19,21,getApiUrlPath,19,21,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
469,mobilesystems/box-java-sdk-v2,getApiUrlPath,19,21,getApiUrlPath,19,21,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
470,JavaMoney/jsr354-ri,print,283,289,print,71,78,100,0,100,0,100,0,4,2,0,3,,Accept,,,,
471,JavaMoney/jsr354-ri,print,260,266,print,71,78,100,0,100,0,100,4,4,4,1,3,Accept,Accept,,1,,
472,JavaMoney/jsr354-ri,print,69,77,print,260,266,96.97,3.03,100,0,90-100,0,4,2,0,3,,Accept,,,,
473,JavaMoney/jsr354-ri,print,260,266,print,78,84,88.46,11.54,92,8,80-89,0,4,2,0,3,,Accept,,,,
474,JavaMoney/jsr354-ri,print,283,289,print,46,54,76.92,23.08,65.79,34.21,70-79,0,4,2,0,3,,Accept,,,,
475,JavaMoney/jsr354-ri,AmountNumberToken,51,59,AmountNumberToken,47,56,65.12,34.88,73.68,26.32,60-69,0,0,0,0,3,,Accept,,,,
476,JavaMoney/jsr354-ri,parse,177,259,parse,173,231,58.31,41.69,99.25,0.75,50-59,0,4,2,0,3,,Accept,,,,
477,JavaMoney/jsr354-ri,parse,177,259,parse,168,219,45.9,54.1,92.41,7.59,40-49,0,4,2,0,3,,Accept,,,,
478,JavaMoney/jsr354-ri,parse,141,177,parse,77,89,25.11,74.89,76.19,23.81,20-29,0,0,0,3,3,Accept,Accept,,1,,
479,JavaMoney/jsr354-ri,parse,167,204,parse,54,61,15.74,84.26,96.55,3.45,10-19,0,0,0,0,3,,Accept,,,,
480,msgpack/msgpack-java,lookup,173,231,lookupSuperclassInterfaceTypes,524,548,100,0,80.47,19.53,100,0,0,0,0,3,,Accept,,,,
481,msgpack/msgpack-java,lookup,173,231,lookupAfterBuilding,462,477,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
482,msgpack/msgpack-java,getInt,43,45,getInt,75,77,60,40,100,0,60-69,0,4,2,0,2,,Accept,,,,
483,klout/brickhouse,getEvaluator,48,60,getEvaluator,52,67,100,0,66,34,100,0,0,0,0,3,,Accept,,,,
484,klout/brickhouse,getEvaluator,48,60,getEvaluator,47,66,100,0,57.89,42.11,100,0,0,0,0,3,,Accept,,,,
485,klout/brickhouse,getEvaluator,48,60,getEvaluator,85,105,96.97,3.03,33.02,66.98,90-100,0,0,0,0,3,,Accept,,,,
486,klout/brickhouse,getEvaluator,48,60,getEvaluator,64,98,87.88,12.12,17.37,82.63,80-89,0,0,0,0,3,,Accept,,,,
487,klout/brickhouse,getEvaluator,48,60,getEvaluator,65,76,75.76,24.24,31.25,68.75,70-79,0,0,0,0,3,,Accept,,,,
488,klout/brickhouse,getEvaluator,48,60,getEvaluator,55,62,54.55,45.45,100,0,50-59,0,0,0,0,3,,Accept,,,,
489,klout/brickhouse,evaluate,53,74,evaluate,45,56,48.89,51.11,83.02,16.98,40-49,0,0,0,0,3,,Accept,,,,
490,jenkinsci/testng-plugin-plugin,getPackageMap,128,132,getPackageMap,122,126,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
491,jenkinsci/testng-plugin-plugin,Publisher,41,50,Publisher,49,58,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
492,jenkinsci/testng-plugin-plugin,Publisher,48,58,TestNGTestResultBuildAction,59,71,92.98,7.02,70.97,29.03,90-100,0,0,0,0,3,,Accept,,,,
493,jenkinsci/testng-plugin-plugin,perform,75,135,postExecute,41,112,82.26,17.74,45.7,54.3,80-89,0,0,0,0,3,,Accept,,,,
494,jenkinsci/testng-plugin-plugin,formatTime,24,43,formatTimeInMilliSeconds,19,48,66.67,33.33,39.18,60.82,60-69,0,0,0,0,3,,Accept,,,,
495,jenkinsci/testng-plugin-plugin,populateDataSetBuilder,195,225,populateDataSetBuilder,209,233,58.2,41.8,75.18,24.82,50-59,0,4,2,0,3,,Accept,,,,
496,hcoles/pitest,type,56,61,type,41,46,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
497,hcoles/pitest,type,179,184,type,103,108,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
498,hcoles/pitest,assertFiltersNMutationFromSample,102,115,assertLeavesNMutants,46,64,84.48,15.52,100,0,80-89,0,4,2,0,3,,Accept,,,,
499,hcoles/pitest,intercept,64,81,intercept,48,61,70.13,29.87,52.94,47.06,70-79,0,0,0,0,3,,Accept,,,,
500,hcoles/pitest,intercept,64,81,intercept,189,195,64.94,35.06,86.11,13.89,60-69,0,0,0,0,3,,Accept,,,,
501,hcoles/pitest,intercept,64,81,intercept,21,27,40.26,59.74,80.56,19.44,40-49,0,0,0,0,3,,Accept,,,,
502,4thline/cling,getStep,64,68,getStep,67,71,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
503,4thline/cling,MockUpnpService,58,62,MockUpnpService,55,59,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
504,4thline/cling,setString,35,47,setString,34,48,98.08,1.92,100,0,90-100,0,4,2,0,2,,Accept,,,,
505,4thline/cling,getConnectionStatus,128,132,getConnectionStatus,129,133,88.89,11.11,88.89,11.11,80-89,0,4,2,0,1,,Accept,,,,
506,4thline/cling,setString,47,96,setString,44,72,79.67,20.33,97.97,2.03,70-79,0,4,2,0,3,,Accept,,,,
507,4thline/cling,valueOf,80,139,valueOf,81,121,48.66,51.34,96.3,3.7,40-49,0,0,0,0,3,,Accept,,,,
508,4thline/cling,valueOf,77,127,valueOf,76,102,36.84,63.16,97.22,2.78,30-39,0,0,0,0,3,,Accept,,,,
509,libgdx/ashley,get,150,161,getFor,106,117,100,0,88.24,11.76,100,0,0,0,0,2,,Accept,,,,
510,libgdx/ashley,get,150,161,getFor,106,117,100,0,88.24,11.76,100,0,0,0,0,2,,Accept,,,,
511,libgdx/ashley,processPendingOperations,81,103,processPendingEntityOperations,401,423,98.8,1.2,89.74,10.26,90-100,0,4,2,0,3,,Accept,,,,
512,junkdog/artemis-odb,get,106,110,grow,200,206,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
513,junkdog/artemis-odb,get,106,110,grow,200,206,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
514,ligi/FAST,getPackageName,126,130,getActivityName,130,134,100,0,0,100,100,0,4,2,0,2,,Accept,,,,
515,ligi/FAST,getPackageName,126,130,getActivityName,130,134,100,0,0,100,100,0,4,2,0,2,,Accept,,,,
516,ligi/FAST,load,26,56,load,26,59,90.99,9.01,87.83,12.17,90-100,0,0,0,0,3,,Accept,,,,
517,reark/reark,equals,68,80,equals,47,58,100,0,77.5,22.5,100,0,0,0,0,3,,Accept,,,,
518,reark/reark,equals,68,80,equals,47,58,100,0,77.5,22.5,100,0,0,0,0,3,,Accept,,,,
519,reark/reark,put,101,109,getStream,110,117,86.96,13.04,89.66,10.34,80-89,0,0,0,0,3,,Accept,,,,
520,pentaho/modeler,validate,181,189,validate,252,305,100,0,29.6,70.4,100,0,4,2,0,3,,Accept,,,,
521,pentaho/modeler,validate,181,189,validate,279,308,100,0,56.92,43.08,100,0,4,2,0,3,,Accept,,,,
522,pentaho/modeler,apply,168,194,apply,189,252,99.26,0.74,47.06,52.94,90-100,0,4,2,0,3,,Accept,,,,
523,pentaho/modeler,apply,158,181,updateMeasure,259,306,82.11,17.89,47,53,80-89,0,0,0,0,3,,Accept,,,,
524,pentaho/modeler,validate,279,308,validate,181,189,56.92,43.08,100,0,50-59,0,4,2,0,3,,Accept,,,,
525,pentaho/modeler,apply,189,252,apply,168,194,47.06,52.94,99.26,0.74,40-49,0,4,2,0,3,,Accept,,,,
526,pentaho/modeler,apply,216,279,apply,158,181,27.9,72.1,84.21,15.79,20-29,0,0,0,0,3,,Accept,,,,
527,pentaho/modeler,validate,194,223,validate,47,52,12.31,87.69,75,25,10-19,0,4,2,0,3,,Accept,,,,
528,DozerMapper/dozer,getBar,37,41,getBar,33,37,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
529,DozerMapper/dozer,DefaultClassLoader,27,32,DefaultClassLoader,33,38,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
530,DozerMapper/dozer,put,55,63,put,61,71,92.86,7.14,96.3,3.7,90-100,4,4,4,2,2,Accept,Accept,,1,,
531,DozerMapper/dozer,getBuilder,52,65,getBuilder,45,58,81.94,18.06,92.19,7.81,80-89,0,0,0,0,3,,Accept,,,,
532,DozerMapper/dozer,DozerCache,42,51,DefaultCache,41,50,78.85,21.15,100,0,70-79,0,0,0,0,3,,Accept,,,,
533,DozerMapper/dozer,build,543,606,build,462,512,66.34,33.66,89.19,10.81,60-69,0,0,0,3,3,Accept,Accept,,1,,
534,Countly/countly-sdk-android,recordEvent,280,284,recordEvent,783,787,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
535,Countly/countly-sdk-android,recordEvent,291,295,recordEvent,783,787,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
536,Countly/countly-sdk-android,currentTimestampSeconds,54,58,currentTimeMillis,1623,1627,94.44,5.56,100,0,90-100,0,0,0,0,3,,Accept,,,,
537,jenkinsci/warnings-plugin,getNamedChildElements,16,30,getNamedChildElements,16,30,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
538,jenkinsci/warnings-plugin,DynamicParser,29,35,DynamicDocumentParser,29,35,100,0,98.11,1.89,100,0,0,0,0,3,,Accept,,,,
539,Netflix/servo,getTags,179,183,getTags,129,133,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
540,Netflix/servo,getName,172,176,getName,122,126,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
541,Netflix/servo,getValue,67,74,getValue,72,79,90.57,9.43,100,0,90-100,0,0,0,0,3,,Accept,,,,
542,kairosdb/kairosdb-client,getRangeSize,53,58,getRangeSize,55,60,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
543,kairosdb/kairosdb-client,fromJson,38,43,fromJson,47,51,100,0,96,4,100,0,4,2,0,1,,Accept,,,,
544,kairosdb/kairosdb-client,fromJson,47,51,fromJson,38,43,96,4,100,0,90-100,0,4,2,0,1,,Accept,,,,
545,samskivert/jmustache,execute,43,50,execute,69,75,100,0,0,100,100,4,4,4,1,1,Accept,Accept,,1,,
546,samskivert/jmustache,execute,43,50,execute,69,75,100,0,0,100,100,0,4,2,0,1,,Accept,,,,
547,druid-io/druid-api,MapInputRowParser,37,45,StringInputRowParser,44,54,100,0,70,30,100,0,0,0,0,3,,Accept,,,,
548,druid-io/druid-api,MapInputRowParser,37,45,StringInputRowParser,44,54,100,0,70,30,100,0,0,0,0,3,,Accept,,,,
549,druid-io/druid-api,StringInputRowParser,44,54,MapInputRowParser,37,45,70,30,100,0,70-79,0,0,0,3,3,Accept,Accept,,1,,
550,Netflix/astyanax,MockCompositeType,123,132,MockCompositeType,21,25,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
551,Netflix/astyanax,MockCompositeType,123,132,MockCompositeType,21,25,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
552,lviggiano/owner,SystemProviderForTest,24,29,SystemProviderForTest,24,29,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
553,lviggiano/owner,SystemProviderForTest,24,29,SystemProviderForTest,24,29,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
554,emilsjolander/sprinkles,ModelList,24,28,ModelList,22,26,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
555,emilsjolander/sprinkles,save,77,87,delete,328,338,100,0,62.79,37.21,100,0,0,0,0,3,,Accept,,,,
556,emilsjolander/sprinkles,getContentValues,68,89,getContentValues,129,186,99.02,0.98,36.77,63.23,90-100,0,0,0,3,3,Accept,Accept,,1,,
557,iron-io/iron_mq_java,getName,25,29,getName,40,44,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
558,iron-io/iron_mq_java,getSubscribers,28,32,getSubscribers,104,108,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
559,iron-io/iron_mq_java,reserve,118,131,peek,104,116,81.52,18.48,100,0,80-89,0,0,0,0,3,,Accept,,,,
560,ronmamo/reflections,test,101,119,test,62,76,100,0,87.5,12.5,100,0,0,0,0,3,,Accept,,,,
561,ronmamo/reflections,fromURL,97,101,fromURL,114,118,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
562,ronmamo/reflections,test,62,76,test,101,119,87.5,12.5,100,0,80-89,0,0,0,0,3,,Accept,,,,
563,ronmamo/reflections,getClassLoaders,306,310,getClassLoaders,319,323,75,25,100,0,70-79,0,0,0,0,2,,Accept,,,,
564,Progether/JAdventure,setXPGain,91,95,setXPGain,26,30,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
565,Progether/JAdventure,getXPGain,94,98,getXPGain,22,26,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
566,sachin-handiekar/jInstagram,getUserRecentMedia,242,264,getUserRecentMedia,126,149,100,0,99.22,0.78,100,4,4,4,1,1,Accept,Accept,,1,,
567,sachin-handiekar/jInstagram,getUserRecentMedia,242,264,getUserRecentMedia,126,149,100,0,99.22,0.78,100,0,4,2,0,1,,Accept,,,,
568,ippontech/tatami,setTag,99,103,setTag,24,28,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
569,ippontech/tatami,getFriendsCount,227,231,getFriendsCount,102,106,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
570,reficio/p2-maven-plugin,execute,59,64,execute,48,53,100,0,100,0,100,0,0,0,0,2,,Accept,,,,
571,reficio/p2-maven-plugin,execute,48,53,execute,58,63,100,0,100,0,100,0,0,0,0,2,,Accept,,,,
572,AdamBien/lightfish,collect,40,84,collect,40,84,100,0,98.8,1.2,100,0,0,0,0,3,,Accept,,,,
573,AdamBien/lightfish,collect,40,84,collect,40,84,100,0,98.8,1.2,100,0,0,0,0,3,,Accept,,,,
574,AdamBien/lightfish,collect,40,84,apply,35,81,97.56,2.44,87.91,12.09,90-100,0,0,0,0,3,,Accept,,,,
575,AdamBien/lightfish,retrieveSessionToken,48,67,retrieveSessionToken,43,58,68.42,31.58,85.71,14.29,60-69,0,4,2,0,3,,Accept,,,,
576,Jasig/CalendarPortlet,getEventList,86,221,getPeriod,289,310,87.29,12.71,33.79,66.21,80-89,0,0,0,0,3,,Accept,,,,
