PairdID,Ecosystem,SourceUUTProject,SourceUUTMethodName,SourceUUTStart,SourceUUTEnd,TargetMethodName,TargetUUTProject,TargetMethodStart,TargetMethodEnd,SourceTokens,SourceMatchedPercent,SourceUnMatchedPercent,TargetTokens,TargetMatchedPercent,TargetUnMatchedPercent,SourceMatchingGroup,Rating1,Rating2,Rating,Rater1CloneType,Rater2CloneType,Rater1AcceptStatus,Rater2AcceptStatus,Rater1Comment,Rater2Comment
354,openmrs/openmrs-module-registrationapp,roman-zaiats/openmrs-module-registrationapp,submit,99,240,post,rkorytkowski/openmrs-module-registrationapp,54,105,871,25.26,74.74,327,95.11,4.89,20-29,0,0,0,0,3,,Accept,,"Different input and output. Both sides are missing inputs, src has more, but misses e.g., PageModel. Returns FragementActionResult and String. Not entirely different though, as both methods use e.g. String redirectUrl to influence their output."
355,rcongiu/Hive-JSON-Serde,rcongiu/Hive-JSON-Serde,get,470,483,getNames,hudl/Hive-JSON-Serde,642,660,51,100,0,92,100,0,100,0,0,0,0,3,,Accept,,No overlap between sourceUUT's clone part and target UUT. Different input and output. Returns Object and String[] (mismatch). Perfect match would exist in l. 461-473.
356,rcongiu/Hive-JSON-Serde,rcongiu/Hive-JSON-Serde,get,470,483,getLong,hudl/Hive-JSON-Serde,601,614,51,100,0,62,100,0,100,0,0,0,2,3,Reject,Accept,"Object::mismatched retrun types can be intechanged but require adaptation::perfectly matching method exists::the matched one is mismatched in retrun type::howver, test would work as is","No overlap between source UUT's clone part and targetUUT. Same input, different output (Object and long in src/target). Perfect match exists in l. 461-473 (tgt)."
357,jenkinsci/remoting,oldelvet/remoting,close,355,365,handleCloseRequest,jeffret-b/remoting,434,448,26,100,0,32,81.25,18.75,100,0,4,2,0,3,,Accept,,"Duplicate of #358. Void output. Same I/O. Tgt has additional conditional statement, which might return earlier, based on a class attribute. Identified target UUT would be called by name-wise corresponding method close() after setting the condition-influencing attribute such, that the condition is not met and the same behaviour is shown. With the identified UUT there is still this difference. Issue is source UUT being public, target UUT is private (normally seems to be called by public void close())."
358,jenkinsci/remoting,oldelvet/remoting,close,355,365,handleCloseRequest,jeffret-b/remoting,434,448,26,100,0,32,81.25,18.75,100,0,4,2,0,3,,Accept,,"Void output. Same I/O. Tgt has additional conditional statement, which might return earlier, based on a class attribute. Identified target UUT would be called by name-wise corresponding method close() after setting the condition-influencing attribute such, that the condition is not met and the same behaviour is shown. With the identified UUT there is still this difference. Issue is source UUT being public, target UUT is private (normally seems to be called by public void close())."
359,jenkinsci/remoting,oleg-nenashev/remoting,readResponseHeaders,88,100,readResponseHeaders,oldelvet/remoting,308,319,83,95.18,4.82,79,97.47,2.53,90-100,4,0,2,2,3,Accept,Accept,CUstom object retrun tpe MIsmatched toekn is a class on which a matched method is being called::source uses a seprate class while target has the same method in teh same class,"Different input (InputStream and BufferedInputStream), so likely convertible and same output (Properties => Custom). Dataflow differs, as line, which guards the entry to the return statement is calculated using different functions: EngineUtil.readLine(input) in src and readLine(input) in tgt (changed param names in both cases to show similarity). Likely to be applicable. Potential difficulty is that target is a private method compared to src being protected (and static)."
360,jenkinsci/remoting,jenkinsci/remoting,read,74,88,read,oyarzun/remoting,115,141,73,89.04,10.96,114,57.02,42.98,80-89,0,0,0,0,3,,Accept,,"Almost identical I/O. Input differs by @Nonnull on first parameter byte[]. Returns int. Dataflow differs, as tgt includes an additional conditional check, which restricts access to the return statement in l. 78/120. Also output calculation in l.80/125 is influenced by len and rem in src, compared to only len in tgt."
361,jenkinsci/remoting,oyarzun/remoting,read,115,141,read,jeffret-b/remoting,73,87,114,59.65,40.35,71,95.77,4.23,50-59,0,0,0,0,3,,Accept,,"Same I/O (returns int). Dataflow differs, as return in l. 120/77 is influenced by an additional if-statement in src. Also output generation in l. 125/79 is parametrized differently in src and target -> is influenced by rem in addition to len."
362,mcMMO-Dev/mcMMO,ViaSnake/mcMMO,getDatabaseType,1323,1327,getDatabaseType,Kab1r/mcMMO,1238,1242,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Duplicate of #363. Same I/O.  Identical method -> same dataflow. Returns DatabaseType (Custom).
363,mcMMO-Dev/mcMMO,ViaSnake/mcMMO,getDatabaseType,1323,1327,getDatabaseType,Kab1r/mcMMO,1238,1242,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Same I/O.  Identical method -> same dataflow. Returns DatabaseType (Custom).
364,mcMMO-Dev/mcMMO,ViaSnake/mcMMO,readRank,486,501,readRank,Kab1r/mcMMO,383,397,72,90.28,9.72,70,95.71,4.29,90-100,0,0,0,0,2,,Accept,,"Same input. Similar, but different output. (HashMap<x,y> and Map<x,y>). Also output is annotated with @NonNull in src. Depending on testcase, output is likely matchable. Map in tgt is even instantiated as HashMap. Dataflow differs in for-loop in lines 491-493/388-390, where src and tgt use a different element to access NON_CHILD_SKILLS (SkillTools and PrimarySkillType in src/target)."
365,mcMMO-Dev/mcMMO,ViaSnake/mcMMO,saveUser,328,423,saveUser,Kab1r/mcMMO,252,320,319,81.82,18.18,252,96.83,3.17,80-89,0,0,0,0,3,,Accept,,"In general, same I/O, but difference is additional @NonNull annotation on src' input parameter. Returns boolean. Method differs considerably, but dataflow for output alone is identical. Can still be different, as both methods express different behaviour inside a try-block, which may lead to exceptions for different inputs which leads to a different return value (false instead of true)."
366,omnirom/android_frameworks_opt_telephony,deVorteX/android_frameworks_opt_telephony,hexStringToBytes,285,304,hexStringToBytes,zombi-x/android_frameworks_opt_telephony,285,304,98,100,0,98,100,0,100,4,4,4,1,1,Accept,Accept,byte array,Same I/O. Identical methods -> same dataflow. Returns byte[].
367,omnirom/android_frameworks_opt_telephony,Haus1/android_frameworks_opt_telephony,hexStringToBytes,285,304,hexStringToBytes,zombi-x/android_frameworks_opt_telephony,285,304,98,100,0,98,100,0,100,4,4,4,1,1,Accept,Accept,byte array,Same I/O (Returns byte[]). Identical methods -> same dataflow.
368,omnirom/android_frameworks_opt_telephony,Haus1/android_frameworks_opt_telephony,toString,156,183,toString,zombi-x/android_frameworks_opt_telephony,214,232,215,42.33,57.67,110,82.73,17.27,40-49,0,0,0,0,3,,Accept,,"Same I/O. toString(). Returns String. Dataflow differs as StringBuilder, from which String is generated in the end is modified differently by a different amount of and differently parametrized append() operations. Also src includes a for-loop, while tgt includes two if-statements affecting what is added to the output."
369,omnirom/android_frameworks_opt_telephony,Haus1/android_frameworks_opt_telephony,toString,156,183,toString,zombi-x/android_frameworks_opt_telephony,155,166,215,37.67,62.33,81,100,0,30-39,0,0,0,0,3,,Accept,,"Same I/O. Returns String. Similar structure, but src performs a lot more changes influencing the output by caling .append() a lot more, also adding in an additional for-loop and accessing very different attributes than target."
370,octo-technology/sonar-objective-c,agh92/sonar-objective-c,OCLintSensor,43,48,shouldExecuteOnProject,Backelite/sonar-objective-c,62,66,28,100,0,25,100,0,100,0,0,0,0,3,,Accept,,No overlap between sourceUUT's clone part and target UUT. Different I/O. Returns OCLintSensor and boolean.
371,octo-technology/sonar-objective-c,agh92/sonar-objective-c,OCLintSensor,43,48,LizardSensor,Backelite/sonar-objective-c,52,57,28,100,0,28,100,0,100,4,0,2,2,2,Accept,Accept,COnstructor::renamed,"Same input, different output (OCLintSensor and LizardSensor => Custom). Constructors, returning different subclasses of the same immediate ancestor (Sensor). Method body is identical -> same dataflow."
372,OpenHFT/Java-Lang,lburgazzoli/Java-Lang,bytes,184,189,bytes,Cotton-Ben/Java-Lang,99,104,15,93.33,6.67,14,100,0,90-100,0,4,2,0,2,,Accept,,Same I/O. Almost identical method apart from the source UUT being final. -> same dataflow as method body is identical. Returns DirectBytes (Custom).
373,mpetazzoni/ttorrent,shevek/ttorrent,create,220,287,create,pisek/ttorrent,606,675,530,83.21,16.79,514,84.05,15.95,80-89,0,0,0,0,3,,Accept,,"Same output (Torrent => Custom), different input. Src takes no input, target takes six parameters. Dataflow differs, as return value is instantiated differently, using methods of same name (constructors), but different parametrizations, using a Map<String, BEValue> in src and a ByteArray + boolean parameter in tgt."
374,mpetazzoni/ttorrent,shevek/ttorrent,HTTPAnnounceResponseMessage,65,76,HTTPAnnounceResponseMessage,hugomiguelabreu/ttorrent,51,60,64,71.88,28.13,55,96.36,3.64,70-79,0,0,0,0,3,,Accept,,"Same output (HTTPAnnounceResponseMessage => Custom), different input. Src takes an InetAddress, tgt a ByteBuffer instead. Rest is almost identical, other than that src takes a @Nonnull List<? extends Peer>, other than just a List<Peer> in tgt. Dataflow differs, as src sets a different attribute and tgt calls the super constructor with the ByteBuffer as input."
375,olivergierke/spring-restbucks,pfichtner/spring-restbucks,createExistingOrder,31,38,createExistingOrder,otrosien/spring-restbucks,28,35,26,100,0,26,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical methods => same dataflow. Returns Order (custom).
376,olivergierke/spring-restbucks,arekborek/spring-restbucks,createExistingOrder,28,35,createExistingOrder,pfichtner/spring-restbucks,31,38,26,100,0,26,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical methods -> same dataflow. Returns Order => Custom.
377,jenkinsci/jacoco-plugin,yuliiyapanchenko/jacoco-plugin,setClassDir,79,82,setClassDir,GEBIT/jacoco-plugin,82,85,16,100,0,16,100,0,100,0,4,2,0,1,,Accept,,Void output. Same I/O. Identical methods. Returns void. Setters.
378,jenkinsci/jacoco-plugin,sullis/jacoco-plugin,getGraph,464,469,setBounds,GEBIT/jacoco-plugin,706,716,9,100,0,78,100,0,100,0,0,0,0,3,,Accept,,No overlap between sourceUUT's clone part and target UUT. Different I/O. Returns JFreeChart and void.
379,jenkinsci/jacoco-plugin,aditi-rajawat/jacoco-plugin,perform,528,649,perform,GEBIT/jacoco-plugin,573,696,807,99.88,0.12,828,97.34,2.66,90-100,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void. Methods mostly differ in logger calls, which are pure side-effects, also not changing the state. Other differences are l. 588/635, where int copied is initialised differently, but it just exists within the encompassing for-loop. Other than that, only in l. 610/657, action is instantiated as a different class, but used in the same way afterwards."
380,jenkinsci/jacoco-plugin,paychex/jacoco-plugin,checkBuildOverBuildResult,769,795,checkBuildOverBuildResult,GEBIT/jacoco-plugin,750,773,223,75.34,24.66,178,94.38,5.62,70-79,0,0,0,0,3,,Accept,,"Same I/O. Returns Result (Custom). Dataflow differs in lines 784-789/760-765, where different conditions are used, which on a first glance seem to restrict source less than tgt. Also tgt includes an addtional conditional in l. 767 resulting in an alternative return, not existing in src."
381,jenkinsci/jacoco-plugin,GEBIT/jacoco-plugin,JacocoIntegrityTrendTransitionPublisher,112,144,JacocoPublisher,drwoods/jacoco-plugin,93,115,202,65.35,34.65,132,100,0,60-69,0,0,0,0,3,,Accept,,"Same input, different output. Constructors. Returns JacocoIntegrityTrendTransitionPublisher (src) and JacocoPublisher (tgt) ?> different Custom types. Both have a common immediate ancestor and implement the same interface (extends Recorder implements SimpleBuildStep). Src sets a lot of different attributes in comparison with tgt."
382,juleswhite/mobilecloud-14,juleswhite/mobilecloud-14,getName,51,55,getName,OstapGonchar/mobilecloud-14,53,57,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical method => same dataflow. Returns String.
383,juleswhite/mobilecloud-14,juleswhite/mobilecloud-14,getName,51,55,getName,OstapGonchar/mobilecloud-14,26,30,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical methods => same dataflow. Returns String.
384,wg/lettuce,wg/lettuce,setTimeout,49,55,setTimeout,mDialog/lettuce,66,71,34,97.06,2.94,26,100,0,90-100,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void. Src calls an additional method within, using both input parameters, which might be changed in there. Sole I/O would mean applicable, changes on params would mean N/A."
385,cyclestreets/android,Caliware/android,getJourneyXml,127,136,getJourneyJson,jezhiggins/cyclestreets-android,128,137,57,100,0,62,91.94,8.06,100,0,0,0,0,3,,Accept,,"Duplicate with #386. Same I/O. Returns String. Seems to be reverse of #387. Dataflow differs, as output is changed differently. Compare with #387 and #405. Overlap just in method head (not in its entirety). Reject?"
386,cyclestreets/android,Caliware/android,getJourneyXml,127,136,getJourneyJson,jezhiggins/cyclestreets-android,128,137,57,100,0,62,91.94,8.06,100,0,0,0,0,3,,Accept,,"Same I/O. Returns String. Seems to be reverse of #387. Dataflow differs, as output is changed differently. Compare with #387 and #405. Overlap just in method head (not in its entirety). Reject?"
387,cyclestreets/android,jezhiggins/cyclestreets-android,getJourneyJson,128,137,getJourneyXml,Caliware/android,127,136,62,91.94,8.06,57,100,0,90-100,0,0,0,0,3,,Accept,,"Same I/O. Returns String. Output is calculated differently, i.e., different methods are called in l. 133/132 and an additional method in 134/133 on src-side. Compare to #405. Clone only inside method head, not the entire head, just parts of parametrization. Method names are similar, but not identical. Reject?"
388,mendhak/gpslogger,paulcager/gpslogger,Kml22AnnotateHandler,71,78,Kml22AnnotateHandler,urza/gpslogger,73,80,37,100,0,37,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical methods -> same dataflow. Returns Kml22AnnotateHandler.
389,mendhak/gpslogger,paulcager/gpslogger,Gpx10WriteHandler,183,191,Gpx10WriteHandler,urza/gpslogger,186,195,47,100,0,57,82.46,17.54,100,0,0,0,0,3,,Accept,,"Same output (returns Gpx10WriteHandler), different input. Tgt additionally takes an input. Constructors. Additional input for tgt is set as an additional attribute for instantiated class -> different dataflow."
390,mendhak/gpslogger,paulcager/gpslogger,getDescriptiveDurationString,20,84,GetDescriptiveTimeString,urza/gpslogger,367,428,214,95.79,4.21,201,98.51,1.49,90-100,0,0,0,0,3,,Accept,,"Same I/O. Returns String. Dataflow differs, as src adds an additional special case resulting in a potential early return, which is not checked for in tgt. Also a difference in output manipulation in l.77-78/420-422: very similar, but small differences."
391,mendhak/gpslogger,urza/gpslogger,Gpx10WriteHandler,186,195,Gpx10WriteHandler,paulcager/gpslogger,183,191,57,82.46,17.54,47,100,0,80-89,0,0,0,0,3,,Accept,,"Same output (Gpx10WriteHandler), different input. Constructors. Source additionally requires an int-parameter, which modifies the output differently by setting an additional attribute -> different dataflow."
392,mendhak/gpslogger,paulcager/gpslogger,Gpx10WriteHandler,183,191,Kml22AnnotateHandler,urza/gpslogger,73,80,47,68.09,31.91,37,81.08,18.92,60-69,0,0,0,0,3,,Accept,,"Different I/O (returns Gpx10WriteHanlder/Kml22AnnotateHandler). Constructors, instantiating classes with a common ancestor (Runnable)."
393,basho/riak-java-client,mchristiansen/riak-java-client,BasicVClock,32,39,BasicVClock,guidomedina/riak-java-client,36,43,30,100,0,33,81.82,18.18,100,0,0,0,0,3,,Accept,,"Same I/O (returns BasicVCLock -> custom type). Constructors. Dataflow differs only by statements lin l.36/40, where  they set this.value using different methods. Src uses value.clone(), target uses Array.copyOf(), so it might likely be applicable in the end."
394,basho/riak-java-client,mchristiansen/riak-java-client,utf8StringToBytes,213,217,utf8StringToBytes,guidomedina/riak-java-client,228,232,17,100,0,17,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical methods => same dataflow. Returns byte[].
395,basho/riak-java-client,guidomedina/riak-java-client,BasicVClock,36,43,BasicVClock,mchristiansen/riak-java-client,32,39,33,81.82,18.18,30,100,0,80-89,0,0,0,0,3,,Accept,,"Same I/O (returns BasicVClock -> custom type). Constructors. Dataflow differs in l. 40/36 in src/target, where this.value is set differently. Calculation happens by Arrays.copyOf() and value.clone(), so its very likely to be applicable."
396,basho/riak-java-client,guidomedina/riak-java-client,getKey,65,75,getKey,mchristiansen/riak-java-client,64,72,39,79.49,20.51,39,100,0,70-79,0,0,0,0,2,,Accept,,Different I/O. Returns BinaryValue and String. Difference in input is also BinaryValue and String as one parameter. Methods are identical apart from type differences. Same dataflow.
397,basho/riak-java-client,guidomedina/riak-java-client,setLastModified,200,206,getContentType,mchristiansen/riak-java-client,585,589,18,61.11,38.89,8,75,25,60-69,0,0,0,0,3,,Accept,,No overlap between sourceUUT's clone part and targetUUT. Different I/O. Returns RiakObject and String.
398,basho/riak-java-client,guidomedina/riak-java-client,hasRw,131,136,hasRw,mchristiansen/riak-java-client,152,156,10,40,60,10,100,0,40-49,0,4,2,0,1,,Accept,,Same I/O. Identical methods=> same dataflow. Returns boolean.
399,lenskit/lenskit,tajinder-txstate/lenskit,build,108,130,buildRecommenderGraph,vaibhav345/lenskit,157,181,128,100,0,129,65.12,34.88,100,0,0,0,0,3,,Accept,,"Different I/O. Returns LenskitRecommenderEngine (src) and DAGNode<Component, Dependency> (tgt). Header-identical match would have existed in l.111-115, which calls other methods, which after a quick first glance could actually do exactly the same as src."
400,lenskit/lenskit,amaliujia/lenskit,getColumns,56,60,getColumns,danjarratt/lenskit,56,60,11,100,0,11,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical methods -> same dataflow. Returns List<String>.
401,lenskit/lenskit,amaliujia/lenskit,open,130,153,open,danjarratt/lenskit,116,139,172,97.09,2.91,167,100,0,90-100,0,0,0,0,3,,Accept,,"Same I/O (returns BinaryRatingDAO -> custom type). Method is identical apart from return statement, where a different constructor of the same type is called."
402,lenskit/lenskit,schang8000/lenskit,equals,162,171,equals,mdekstrand/lenskit,178,197,40,80,20,109,29.36,70.64,80-89,0,0,0,0,3,,Accept,,"Same I/O. Equals. Returns boolean. Dataflow is different, as equals caters to comparing for specific datatypes, in this case Vec and PreferenceDomain."
403,lenskit/lenskit,lenskit/lenskit,lookupEntity,96,107,tryGetInstance,tajinder-txstate/lenskit,81,99,44,77.27,22.73,116,85.34,14.66,70-79,0,0,0,0,3,,Accept,,"Different I/O. Source returns Entity => Custom, target returns any type T. Src takes two inputs, tgt one. Output calculation is substantially different."
404,lenskit/lenskit,qian2015/lenskit,lookupEntity,86,97,tryGetInstance,amaliujia/lenskit,72,90,44,61.36,38.64,116,68.97,31.03,60-69,0,0,0,0,3,,Accept,,"Different I/O. Src returns Entity, tgt returns any type T. Input-wise src takes two inputs, tgt one. Calculation of output also differs substantially."
405,lenskit/lenskit,qian2015/lenskit,lookupEntity,97,108,tryGetInstance,tajinder-txstate/lenskit,99,105,55,56.36,43.64,35,71.43,28.57,50-59,0,0,0,0,3,,Accept,,"No overlap between sourceUUT's clone part and targetUUT. No statement of method, not even method head is part of the clone (just @Nullable and @Override), also different method names. Different I/O. Src returns type parametrized Entity, tgt returns any type parametrized class T, so output-wise tgt could include src, however input differs, too: EntityType vs Annotation. Dataflow differs, too."
406,lenskit/lenskit,tajinder-txstate/lenskit,equals,118,133,equals,danjarratt/lenskit,162,171,62,48.39,51.61,40,75,25,40-49,0,0,0,0,3,,Accept,,"Same I/O. Equals. Returns boolean. Different dataflow. Equals is specialised to compare for a specific data type, i.e.m Like and Vec in this case."
407,lenskit/lenskit,qian2015/lenskit,equals,689,712,equals,schang8000/lenskit,95,106,91,39.56,60.44,48,75,25,30-39,0,0,0,0,3,,Accept,,Same I/O. Equals-implementation in src and target. Returns boolean. Equals implementations are specialised to compare for specific types. These do not match: SParseVector and Rating or Preference.
408,lenskit/lenskit,amaliujia/lenskit,equals,673,696,matches,KimuraTian/lenskit,36,45,91,27.47,72.53,29,86.21,13.79,20-29,0,0,0,0,3,,Accept,,"Same I/O. Equals in src / not in target. Returns boolean (matches). Dataflow differs, as both methods are specialised to compare specific types, i.e. SparseVector in src and File in target (with additional check here)."
409,yahoo/omid,ohadshacham/omid,getStartTimestamp,132,136,getStartTimestamp,fpj/omid,42,46,7,85.71,14.29,6,100,0,80-89,0,4,2,0,2,,Accept,,"Same I/O (returns long). Identical method body. Sole difference is ""public"" keyword in src."
410,yahoo/omid,ohadshacham/omid,delete,174,255,delete,fpj/omid,134,180,414,70.05,29.95,300,98.67,1.33,70-79,0,0,0,0,3,,Accept,,"Void output, but different input (diff: Transaction vs TransactionState). Same output (void). Methods need to be assessed further."
411,openshift/openshift-java-client,brenton/openshift-java-client,LatestVersionQuery,38,43,getNameConstraint,bdecoste/openshift-java-client,43,47,26,100,0,8,100,0,100,0,0,0,0,3,,Accept,,No overlap between sourceUUT's clone part and targetUUT. Different I/O (returns LatestVersionQuery/String).
412,openshift/openshift-java-client,bdecoste/openshift-java-client,LatestVersionOfName,38,43,getNameConstraint,brenton/openshift-java-client,43,47,26,100,0,8,100,0,100,0,0,0,0,3,,Accept,,No overlap between sourceUUT's clone part and target UUT. Different I/O (returns LatestVersionOfName and String).
413,openshift/openshift-java-client,lnader/openshift-java-client,getAll,29,46,getMatching,bdecoste/openshift-java-client,32,48,66,93.94,6.06,64,100,0,90-100,0,0,0,0,2,,Accept,,"Different I/O. Src takes List<ICartridge> and returns List<ICartridge>, tgt takes Collection<IEmbeddableCartridge> and returns Collection<IEmbeddableCartridge>. Method body itself is identical."
414,openshift/openshift-java-client,brenton/openshift-java-client,getForwardablePorts,185,193,getForwardablePorts,bdecoste/openshift-java-client,557,564,29,89.66,10.34,26,100,0,80-89,0,4,2,0,3,,Accept,,"Same I/O (returns List<IApplicationPortForwarding> -> List<Custom>). Same dataflow. Only difference is an extra call to assertLiveSSHSession() in src, which might theoretically affect ports, but isnt obvious from the method itself."
415,openshift/openshift-java-client,bdecoste/openshift-java-client,equals,156,173,equals,lnader/openshift-java-client,41,58,83,79.52,20.48,71,92.96,7.04,70-79,0,0,0,0,3,,Accept,,"Same I/O (returns boolean). Equals. Dataflow differs, as methods use conditional statements based on different object types (input cast to different classes) -> accessing different attributes or methods."
416,openshift/openshift-java-client,brenton/openshift-java-client,GearProfile,23,29,getName,bdecoste/openshift-java-client,30,34,22,68.18,31.82,8,100,0,60-69,0,0,0,0,3,,Accept,,No overlap between srcUUT's clone part and targetUUT. Different I/O (returns GearProfile/String).
417,Raxa/raxacore,AbhishekGupta10004/raxacore,setProvider,128,132,setProvider,Raxa/raxacore,169,173,16,100,0,16,100,0,100,0,4,2,0,1,,Accept,,Void output. Same I/O. Returns void. Setter. Identical methods.
418,Raxa/raxacore,AbhishekGupta10004/raxacore,setQuantity,112,116,setQuantity,Raxa/raxacore,100,104,16,100,0,16,100,0,100,0,4,2,0,1,,Accept,,Void output. Same I/O. Returns void. Setter. Identical methods.
419,Raxa/raxacore,Raxa/raxacore,retireDrugGroup,282,299,retirePatientList,sunbiz/raxacore,418,435,108,97.22,2.78,105,100,0,90-100,0,4,2,0,3,,Accept,,"Same I/O. Returns Object. Same dataflow. Src performs an additional statement (l.288) , but it does not affect output."
420,jenkinsci/artifactory-plugin,jenkinsci/artifactory-plugin,getUrl,55,59,getUrl,delphym/artifactory-plugin,201,205,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Duplicate to #421. Same I/O. Returns String. Identical methods.
421,jenkinsci/artifactory-plugin,jenkinsci/artifactory-plugin,getUrl,55,59,getUrl,delphym/artifactory-plugin,201,205,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Returns String. Identical methods.
422,tinkerpop/frames,BrynCooke/frames,getWeight,20,23,getWeight,tinkerpop/frames,10,13,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Mapped methods inside an interface. Same I/O (returns Float).
423,tinkerpop/frames,BrynCooke/frames,getWeight,20,23,getWeight,tinkerpop/frames,10,13,8,100,0,8,100,0,100,4,4,4,1,1,Accept,Accept,void,Mapped methods inside an interface. Same I/O (returns Float).
424,datastax/java-driver,incub8/java-driver,withNettyOptions,1238,1243,getConfiguration,netudima/java-driver,1337,1358,19,100,0,60,98.33,1.67,100,0,0,0,0,3,,Accept,,No overlap between sourceUUT's clone part and target UUT. Different I/O (returns Builder/Configuration). Perfect matching would have existed in 1305-1309.
425,datastax/java-driver,thelastpickle/java-driver,getAddress,68,73,getAddress,mike-tr-adamson/java-driver,60,65,10,100,0,10,100,0,100,0,4,2,0,1,,Accept,,Same I/O (return InetSocketAddress -> custom type). Identical method.
426,datastax/java-driver,scylladb/java-driver,parseOne,82,149,parseOne,fromanator/java-driver,72,127,411,92.7,7.3,382,99.74,0.26,90-100,0,0,0,0,3,,Accept,,"Different input, same output. Returns DataType -> Custom (matched). Src takes two additional parameters. Method seems to be almost a perfect clone, differing by the fact, that a lot of method calls (mostly recursive ones also receive the additional inputs). Another difference is in l.122-124/105 in src/tgt."
427,datastax/java-driver,akhaku/datastax-java-driver,hashCode,196,201,hashCode,scylladb/java-driver,50,55,15,80,20,12,100,0,80-89,0,0,0,0,3,,Accept,,Same I/O (returns int). Different dataflow. Src and tgt call different methods to calculate output.
428,datastax/java-driver,kjniemi/java-driver,withNettyOptions,1258,1263,getConfiguration,netudima/java-driver,1337,1358,19,78.95,21.05,60,20,80,70-79,0,0,0,0,3,,Accept,,"No overlap between clone of parts of source UUT and target UUT. Different I/O. Outputs Builder vs Configuration in src/tgt. Better, but not perfect match would have existed in l. 1305-1310."
429,datastax/java-driver,datastax/java-driver,hashCode,196,201,hashCode,yugabyte/cassandra-java-driver,201,206,15,60,40,9,100,0,60-69,0,0,0,0,3,,Accept,,"Same I/O (returns int), but dataflow is calculated differently, as tgt just returns an attribute, whereas src calls a method to calculate the output."
430,datastax/java-driver,akhaku/datastax-java-driver,newQueryPlan,222,259,newQueryPlan,bbucko/java-driver,50,56,173,16.76,83.24,31,93.55,6.45,10-19,0,0,0,0,3,,Accept,,"Same I/O (returns Queue<Node>). Different dataflow. Tgt immediately returns a freshly instantiated object using an attribute, whereas src utilises other methods and previously instantiated variables + parameters after performing a variety of different calculations."
431,scribejava/scribejava,demo-rodv/scribejava,checkBoundarySyntax,22,29,checkBoundarySyntax,JureZelic/scribejava,78,85,40,100,0,39,100,0,100,0,4,2,0,2,,Accept,,Duplicate of #432. Void output. Same I/O. Returns void. Method body is identical. Sole difference is public declaration of src in head -> Type 2 clone.
432,scribejava/scribejava,demo-rodv/scribejava,checkBoundarySyntax,22,29,checkBoundarySyntax,JureZelic/scribejava,78,85,40,100,0,39,100,0,100,0,4,2,0,2,,Accept,,Void output. Same I/O. Returns void. Method body is identical. Sole difference is public declaration of src in head -> Type 2 clone.
433,LiveRamp/jack,tuliren/jack,fetch,186,222,fetchAsStream,LaneRamp/jack,214,241,165,100,0,155,96.77,3.23,100,0,0,0,0,3,,Accept,,"Duplicate of #434. Same input, different output: Records vs Stream<Result> => Custom vs Stream<Custom> (mismatch). Perfect match had existed in lines 178-214."
434,LiveRamp/jack,tuliren/jack,fetch,186,222,fetchAsStream,LaneRamp/jack,214,241,165,100,0,155,96.77,3.23,100,0,0,0,0,3,,Accept,,"Same input, different output: Records vs Stream<Result> => Custom vs Stream<Custom> (mismatch). Perfect match had existed in lines 178-214."
435,boncey/Flickr4Java,tague/Flickr4Java,getBrands,59,83,getInfo,richarddbarnett/Flickr4Java,52,75,184,100,0,196,93.88,6.12,100,0,0,0,0,3,,Accept,,"Duplicate: Same as #436. Same input, different output (List<Brand> vs Collection<License>). Methods follow the same structure and seem to generally fulfill the same purpose for different contexts. In fact, tgt only has one additional statement, otherwise this could be a type 2 clone."
436,boncey/Flickr4Java,tague/Flickr4Java,getBrands,59,83,getInfo,richarddbarnett/Flickr4Java,52,75,184,100,0,196,93.88,6.12,100,0,0,0,0,3,,Accept,,"Same input, different output (List<Brand> vs Collection<License>). Methods follow the same structure and seem to generally fulfill the same purpose for different contexts. In fact, tgt only has one additional statement, otherwise this could be a type 2 clone."
437,boncey/Flickr4Java,tague/Flickr4Java,getBrands,59,83,getList,richarddbarnett/Flickr4Java,54,75,184,88.59,11.41,171,97.66,2.34,80-89,0,0,0,0,3,,Accept,,"Same input, different output (List<Brand> vs ArrayList<Panda>). Method itself seems to be very similar, but geared to fulfilling the same purpose for different contexts."
