PairdID,Ecosystem,SourceUUTProject,SourceUUTMethodName,SourceUUTStart,SourceUUTEnd,TargetMethodName,TargetUUTProject,TargetMethodStart,TargetMethodEnd,SourceTokens,SourceMatchedPercent,SourceUnMatchedPercent,TargetTokens,TargetMatchedPercent,TargetUnMatchedPercent,SourceMatchingGroup,Rating1,Rating2,Rating,Rater1CloneType,Rater2CloneType,Rater1AcceptStatus,Rater2AcceptStatus,Rater1Comment,Rater2Comment
596,apache/maven-surefire,apache/maven-surefire,getMessage,51,63,getMessage,agudian/maven-surefire,46,58,24,100,0,24,100,0,100,0,4,2,0,1,,Accept,,Identical in I/O and dataflow. Returns String (matched).
597,apache/maven-surefire,apache/maven-surefire,getCommandType,64,69,getCommandType,Mattlk13/maven-surefire,65,70,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical in dataflow. Returns MasterProcessCommand => Custom (matched).
598,apache/maven-surefire,apache/maven-surefire,ResolvedTest,83,106,ResolvedTest,agudian/maven-surefire,69,91,108,95.37,4.63,103,100,0,90-100,4,4,4,3,3,Accept,Accept,COnstructor::Mismatched method invocation in source::target has all tokens matched and the mismatched method inovcation may have no impact on target::posisble tets may fail,"Same I/O. Dataflow most likely does not differ, as difference in execution (methodMatcher.sanityCheck() in src) cannot affect returned element's state as it is in a constructor and does not exist yet. Returns ResolvedTest => Custom (matched)."
599,apache/maven-surefire,apache/maven-surefire,init,54,63,init,Mattlk13/maven-surefire,53,59,69,46.38,53.62,32,100,0,40-49,0,4,2,0,3,,Accept,,"Void output. Same I/O. Changes to input: Src uses both inputs in new statements compared to target, probably especially relevant for reportsDir, as dumpFileName is just used as input to String methods to get a substring. Dont expect reportsDir to be changed differently though. Returns void (matched). Additionally state is changed differently in src (l.60)"
600,komoot/photon,mfdz/photon,add,14,16,add,christophlingg/photon,11,13,7,100,0,8,87.5,12.5,100,4,4,4,1,2,Accept,Accept,void::iterface method,Maps interfaces. Void output. Same I/O (returns void).
601,komoot/photon,mfdz/photon,add,14,16,add,christophlingg/photon,11,13,7,100,0,8,87.5,12.5,100,0,4,2,0,2,,Accept,,Maps interfaces. Void output. Same I/O (returns void).
602,komoot/photon,mfdz/photon,add,39,48,add,Falkplan/photon,24,34,52,78.85,21.15,52,78.85,21.15,70-79,0,4,2,0,3,,Accept,,"Void output. Same I/O (returns void). Src and target call different methods affecting the input (convert as one called method in both UUTs also takes a different amount of parameters). Src calls another local method, whereas tgt calls methods on an attribute."
603,komoot/photon,sdole/photon,Searcher,46,61,Searcher,christophlingg/photon,40,51,138,53.62,46.38,74,100,0,50-59,0,0,0,0,3,,Accept,,"Same I/O type (Returns Searcher => Custom (mapped)). Dataflow differs. Constructors. Status of object (constructor returned instance) is changed differently due to additional statements being executed in src. (Affected attributes dont exist in target, too)."
604,komoot/photon,sdole/photon,search,61,115,search,christophlingg/photon,51,70,520,36.15,63.85,189,99.47,0.53,30-39,0,0,0,0,3,,Accept,,"Same output type (Returns List<JSONObject> => List<Custom> (mapped)). Different input. Src additionally defines two strings (tagKey and tagValue). Src has a lot more statements initially computing conditions, which are ´checked in a set of if-elseif statementsm which do not exist in tgt. Intuitively (!) this could be of interest to tgt. Dataflow also differs, as query, influencing response, influencing results is modified very differently in a barrage of elifs."
605,mapstruct/mapstruct,entur/mapstruct,getValue,14,18,getValue,xyzst/mapstruct,14,18,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Identical in I/O and dataflow. Returns Foo => Custom (mapped).
606,mapstruct/mapstruct,entur/mapstruct,AddressDto,15,19,AddressDto,sahebpreet/mapstruct,12,16,15,100,0,4,100,0,100,0,0,0,0,3,,Accept,,"Same output (AddressDto -> custom type), different input. Src takes one parameter, target none.  Constructors. Dataflow differs, as src sets an attribute, which tgt does not. Perfect match exists from 16-20."
607,craigwblake/redline,mbecker73/redline,RpmFileSet,23,27,RpmFileSet,joker1/redline,23,27,5,100,0,5,100,0,100,0,4,2,0,1,,Accept,,Identical in I/O and dataflow. Constructors. Returns RpmFileSet => Custom (mapped).
608,craigwblake/redline,sc1478/redline,RpmFileSet,23,27,RpmFileSet,mjoe/redline,23,27,5,100,0,5,100,0,100,0,4,2,0,1,,Accept,,Identical in I/O and dataflow. Constructors. Return RpmFileSet => Custom (matched).
609,craigwblake/redline,lawfulevilorg/redline,execute,92,221,execute,mjoe/redline,85,196,958,82.78,17.22,822,96.47,3.53,80-89,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void. Goal of method seems to be configuring a builder over the entire method and calling builder.build in the end (l. 213/188 in src/tgt). Builder is modified differently in src and tgt at various points, e.g. l. 204-206 in src."
610,facebook/nifty,infynyxx/nifty,Log,82,88,Log,l3fang/nifty,52,56,22,100,0,13,100,0,100,0,0,0,0,3,,Accept,,Implemented src is mapped to interface method declaration in tgt. Perfect match would have existed between lines 82-88. Same I/O (returns ResultCode -> Custom type). Dataflow differs as tgt misses implementation.
611,facebook/nifty,ivmaykov/nifty,Log,80,86,Log,jesboat/nifty,50,54,22,100,0,13,100,0,100,0,0,0,0,3,,Accept,,"Maps implemented src method to Interface method declaration. A perfect match would exist in lines 80-86. Same I/O (returns ResultCode -> custom type). Dataflow differs, as tgt lacks implementation."
612,alexxiyang/shiro-redis,leusonmario/shiro-redis,getName,29,33,getName,ilaotan/shiro-redis,31,35,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Identical in I/O and dataflow. Returns String (matched)
613,alexxiyang/shiro-redis,ilaotan/shiro-redis,serialize,17,26,serialize,leusonmario/shiro-redis,15,24,44,100,0,44,100,0,100,0,4,2,0,1,,Accept,,Identical in I/O and dataflow. Returns byte[] (matched).
614,alexxiyang/shiro-redis,yiyingcanfeng/shiro-redis,serialize,16,40,serialize,leusonmario/shiro-redis,11,35,114,99.12,0.88,114,99.12,0.88,90-100,0,0,0,0,3,,Accept,,"I/O is identical (Return byte[]). Dataflow differs as src uses a class attribute, whereas tgt uses a literal instead (in l. 23/18)."
615,alexxiyang/shiro-redis,ilaotan/shiro-redis,get,66,74,get,leusonmario/shiro-redis,27,41,28,89.29,10.71,51,80.39,19.61,80-89,0,0,0,0,3,,Accept,,"Same I/O types (returns byte[]). Dataflow differs, as src sets value using getJedisCluster().get(key), whereas tgt uses jedis.get(key), also target embeds this in a try-block. Could be applicable, based on differences for getJedisCluster and getJedis in src and tgt respectively."
616,Bukkit/Bukkit-JavaDoc,Bukkit/Bukkit-JavaDoc,asBoolean,52,69,asBoolean,Wolvereness/Bukkit-JavaDoc,88,105,62,100,0,62,100,0,100,0,4,2,0,1,,Accept,,Identical in I/O and dataflow. Returns boolean (matched).
617,Bukkit/Bukkit-JavaDoc,Bukkit/Bukkit-JavaDoc,asByte,48,52,asByte,Wolvereness/Bukkit-JavaDoc,84,88,13,100,0,13,100,0,100,0,4,2,0,1,,Accept,,Identical in I/O and dataflow. Returns byte (matched).
618,Netflix/Turbine,olxbr/Turbine,getName,132,137,getName,Netflix/Turbine,46,50,10,80,20,8,100,0,80-89,0,4,2,0,1,,Accept,,Identical in I/O and dataflow. Difference in AST diff stems from @Override. Returns String (matched).
619,stripe/stripe-java,gabrielbauman/stripe-java,getId,8,11,getId,sedouard/stripe-java,15,19,8,100,0,8,100,0,100,4,4,4,1,1,Accept,Accept,String,Identical in I/O and dataflow. Returns String (matched).
620,stripe/stripe-java,gabrielbauman/stripe-java,getId,28,32,getId,sedouard/stripe-java,15,19,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Identical in I/O and dataflow. Returns String (matched).
621,stripe/stripe-java,sedouard/stripe-java,getHeaders,105,146,buildUserAgentString,edpichler/stripe-java,114,124,285,52.63,47.37,44,88.64,11.36,50-59,0,0,0,0,3,,Accept,,"Different I/O (both -> Returns Map<String,String> and String (mismatch)). Tgt calculates a userAgent and returns it, src does the same, but does more things afterwards affecting a different type of output. Thus, there could be another method calling the method in tgt, that might be used for the testcase?"
622,neuland/jade4j,Shridhad/jade4j,JadeConfiguration,37,43,JadeConfigurationCaffeine,krudolph/jade4j,45,51,28,100,0,28,100,0,100,0,0,0,0,2,,Accept,,"Same input, different output (Returns JadeConfiguration/JadeConfigurationCaffeine => different Custom types). Methods are constructors instantiating classes with different names, even though method body is identical."
623,neuland/jade4j,larsonjj/jade4j,JadeConfiguration,37,43,JadeConfigurationCaffeine,krudolph/jade4j,45,51,28,100,0,28,100,0,100,0,0,0,0,2,,Accept,,"Different output (Returns JadeConfiguration/JadeConfigurationCaffeine -> different Custom types). Methods are constructors instantiating classes with different names, even though method body is identical."
624,neuland/jade4j,krudolph/jade4j,assertExpression,78,86,evaluateStringExpression,coursera/jade4j,35,40,31,93.55,6.45,37,97.3,2.7,90-100,0,0,0,0,3,,Accept,,"No overlap between sourceUUT's clone part and target UUT. Different input/output types (Returns void/String). Tgt takes additional JadeModel and returns String, whereas src returns void. Not entirely sure, but this could be wrongly matched (perhaps to evaluateExpression?). However, there doesnt exist a much better matching."
625,taoneill/war,LoadingChunks/war,getZ,71,75,getZ,james9909/war,64,68,9,100,0,9,100,0,100,0,4,2,0,1,,Accept,,Identical. Returns int (matched)
626,taoneill/war,LoadingChunks/war,getZ,71,75,getZ,james9909/war,64,68,9,100,0,9,100,0,100,4,4,4,1,1,Accept,Accept,int,Identical. Returns int (matched)
627,JSQLParser/JSqlParser,atkins126/JSqlParser,printStackTrace,39,44,printStackTrace,JSQLParser/JSqlParser,38,43,12,100,0,12,100,0,100,4,4,4,1,1,Accept,Accept,void,Void output. Identical. Returns void.
628,JSQLParser/JSqlParser,atkins126/JSqlParser,printStackTrace,39,44,printStackTrace,Invoker-liu/JSqlParser,38,43,12,100,0,12,100,0,100,0,4,2,0,1,,Accept,,Void output. Identical. Returns void.
629,JSQLParser/JSqlParser,Invoker-liu/JSqlParser,parseCondExpression,161,181,parse,atkins126/JSqlParser,57,69,119,60.5,39.5,62,70.97,29.03,60-69,0,0,0,0,3,,Accept,,Different input and output (Returns Expression/Statement in src/tgt. potentially mappable as both inherit recursively from class Model). Src additionally takes a boolean as input.
630,Findwise/Hydra,rgraneru/Hydra,insert,261,272,toDocumentId,laserval/Hydra,434,439,66,100,0,23,100,0,100,0,0,0,0,3,,Accept,,No overlap between sourceUUT's clone part and targetUUT. Perfect match exists in target lines 270-281. Different I/O (returns boolean/DocumentID<MemoryType>).
631,Findwise/Hydra,rgraneru/Hydra,insert,261,272,getTouchedContentSnapshot,ebbesson/Hydra,336,346,66,100,0,42,100,0,100,0,0,0,0,3,,Accept,,No overlap between sourceUUT's clone part and targetUUT. Identical clone exists in tgt in lines 270-281.
632,Findwise/Hydra,laserval/Hydra,getFileNames,350,370,getFileNames,ebbesson/Hydra,375,395,112,99.11,0.89,111,100,0,90-100,0,0,0,0,3,,Accept,,"Same input and output types (Returns List<String>). Only difference between outputs (dataflow) is HttpEndpointConstants.DOCID_PARAM being used in src and RemotePipeline.DOCID_PARAM in target, which is the same static final string in both cases. (not applicable in step 1) Different statement in else case is likely just a sideeffect, but cant be inferred without looking at the method."
633,Findwise/Hydra,andreassalomonsson/Hydra,startup,49,111,main,jwestberg/Hydra,23,100,260,81.92,18.08,322,93.48,6.52,80-89,0,0,0,0,3,,Accept,,"Void output, but different input. Returns void. Seems to be a similar case to 647, where src splits up a method to have lower-granular testing, though equivalence here has not been checked in detail."
634,vrapper/vrapper,kevinbisanz/vrapper,initializeProvider,54,65,AbstractEclipseSpecificStateProvider,t20/vrapper,33,42,71,81.69,18.31,58,100,0,80-89,0,0,0,0,3,,Accept,,"Different in- and output (Returns void and AbstractEclipseSpecificStateProvider => void and Custom (mismatch)). Matches constructor with initialize method of same class name. Input differs, as src initializes an attribute, not defined in target, with the extra input."
635,vaadin/cdi,wbstr/vaadin-alt-cdi,deriveMappingForUI,24,40,deriveMappingForUI,TatuLund/cdi,24,40,86,100,0,86,100,0,100,0,4,2,0,1,,Accept,,Identical in I/O and dataflow. Returns String (matched)
636,vaadin/cdi,wbstr/vaadin-alt-cdi,deriveMappingForUI,24,40,deriveMappingForUI,markoradinovic/cdi,24,40,86,100,0,86,100,0,100,0,4,2,0,1,,Accept,,"Identical in I/O and dataflow. Returns String. Interestingly, method with same name in both cases is implemented quite a bit differently (upperCamelToLowerHyphen)"
637,vaadin/cdi,kumm/cdi,deriveMappingForUI,24,40,deriveMappingForUI,jangalinski/vaadin-cdi-integration,37,52,86,86.05,13.95,67,97.01,2.99,80-89,0,0,0,0,3,,Accept,,"Input and output datatypes are identical (Returns String).. Dataflow analysis: Data is modified differently. ""If"" uses a different second condition and else case calculates the return value from input (src) instead of returning an empty string (tgt)."
638,jenkinsci/stashnotifier-plugin,johnjohndoe/stashnotifier-plugin,isDisableInprogressNotification,614,618,isDisableInprogressNotification,westarne/stashnotifier-plugin,239,243,7,100,0,7,100,0,100,0,4,2,0,1,,Accept,,"Same I/O (returns boolean). Identical. Differrent mapping with identical code, exists, too."
639,jenkinsci/stashnotifier-plugin,johnjohndoe/stashnotifier-plugin,isDisableInprogressNotification,614,618,isDisableInprogressNotification,darxriggs/stashnotifier-plugin,239,243,7,100,0,7,100,0,100,0,4,2,0,1,,Accept,,"Same I/O (returns boolean). Identical. Different mapping would exist with same code, too."
640,jenkinsci/stashnotifier-plugin,aaronjwood/stashnotifier-plugin,getHttpClient,340,417,configureProxy,johnjohndoe/stashnotifier-plugin,506,542,428,84.35,15.65,193,75.65,24.35,80-89,0,0,0,0,3,,Accept,,"Different input (PrintStream, AbstractBuild | HttpClientBuilder, URL) and output (HttpClient | void). There exists a better matching UUT in target (421-475). Still a valid clone. Checked mappability of input based on type hierarchy: PrintStream does not map to either HttpClientBuilder or URL. Returns HttpClient and void => Custom (strictly Apache) and void (mismatch)"
